x_ft,y_ft,lux
72.691949,75.712121,0.612800
73.703384,75.712121,0.630195
74.714818,75.712121,0.647799
75.726253,75.712121,0.665552
76.737687,75.712121,0.683385
77.749121,75.712121,0.701219
78.760556,75.712121,0.718966
79.771990,75.712121,0.736527
80.783424,75.712121,0.753795
81.794859,75.712121,0.770652
82.806293,75.712121,0.786975
83.817727,75.712121,0.802631
84.829162,75.712121,0.817486
85.840596,75.712121,0.831403
86.852030,75.712121,0.844246
87.863465,75.712121,0.855881
88.874899,75.712121,0.866183
89.886333,75.712121,0.875038
90.897768,75.712121,0.882343
91.909202,75.712121,0.888014
92.920636,75.712121,0.891985
93.932071,75.712121,0.894214
94.943505,75.712121,0.894679
95.954939,75.712121,0.893383
96.966374,75.712121,0.890351
97.977808,75.712121,0.885633
98.989242,75.712121,0.879298
100.000677,75.712121,0.871431
101.012111,75.712121,0.862137
102.023545,75.712121,0.851530
103.034980,75.712121,0.839735
104.046414,75.712121,0.826881
105.057848,75.712121,0.813100
106.069283,75.712121,0.798525
107.080717,75.712121,0.783286
108.092152,75.712121,0.767506
109.103586,75.712121,0.751304
110.115020,75.712121,0.734789
111.126455,75.712121,0.718064
112.137889,75.712121,0.701220
113.149323,75.712121,0.684341
114.160758,75.712121,0.667498
115.172192,75.712121,0.650758
116.183626,75.712121,0.634176
117.195061,75.712121,0.617798
118.206495,75.712121,0.601666
119.217929,75.712121,0.585812
120.229364,75.712121,0.570264
121.240798,75.712121,0.555042
122.252232,75.712121,0.540164
123.263667,75.712121,0.525641
124.275101,75.712121,0.511483
125.286535,75.712121,0.497695
126.297970,75.712121,0.484279
127.309404,75.712121,0.471236
128.320838,75.712121,0.458563
129.332273,75.712121,0.446258
130.343707,75.712121,0.434316
131.355141,75.712121,0.422731
132.366576,75.712121,0.411496
133.378010,75.712121,0.400604
134.389444,75.712121,0.390048
57.520434,77.367172,0.389068
58.531869,77.367172,0.400044
59.543303,77.367172,0.411368
60.554737,77.367172,0.423045
61.566172,77.367172,0.435077
62.577606,77.367172,0.447468
63.589040,77.367172,0.460215
64.600475,77.367172,0.473317
65.611909,77.367172,0.486769
66.623343,77.367172,0.500564
67.634778,77.367172,0.514689
68.646212,77.367172,0.529131
69.657646,77.367172,0.543870
70.669081,77.367172,0.558881
71.680515,77.367172,0.574137
72.691949,77.367172,0.589602
73.703384,77.367172,0.605235
74.714818,77.367172,0.620989
75.726253,77.367172,0.636808
76.737687,77.367172,0.652632
77.749121,77.367172,0.668392
78.760556,77.367172,0.684011
79.771990,77.367172,0.699405
80.783424,77.367172,0.714485
81.794859,77.367172,0.729155
82.806293,77.367172,0.743314
83.817727,77.367172,0.756856
84.829162,77.367172,0.769676
85.840596,77.367172,0.781665
86.852030,77.367172,0.792717
87.863465,77.367172,0.802731
88.874899,77.367172,0.811611
89.886333,77.367172,0.819268
90.897768,77.367172,0.825626
91.909202,77.367172,0.830620
92.920636,77.367172,0.834202
93.932071,77.367172,0.836336
94.943505,77.367172,0.837006
95.954939,77.367172,0.836212
96.966374,77.367172,0.833971
97.977808,77.367172,0.830318
98.989242,77.367172,0.825302
100.000677,77.367172,0.818985
101.012111,77.367172,0.811443
102.023545,77.367172,0.802762
103.034980,77.367172,0.793034
104.046414,77.367172,0.782358
105.057848,77.367172,0.770835
106.069283,77.367172,0.758567
107.080717,77.367172,0.745656
108.092152,77.367172,0.732203
109.103586,77.367172,0.718302
110.115020,77.367172,0.704044
111.126455,77.367172,0.689514
112.137889,77.367172,0.674791
113.149323,77.367172,0.659948
114.160758,77.367172,0.645049
115.172192,77.367172,0.630154
116.183626,77.367172,0.615315
117.195061,77.367172,0.600578
118.206495,77.367172,0.585983
119.217929,77.367172,0.571563
120.229364,77.367172,0.557349
121.240798,77.367172,0.543365
122.252232,77.367172,0.529632
123.263667,77.367172,0.516165
124.275101,77.367172,0.502978
125.286535,77.367172,0.490081
126.297970,77.367172,0.477481
127.309404,77.367172,0.465183
128.320838,77.367172,0.453191
129.332273,77.367172,0.441505
130.343707,77.367172,0.430126
131.355141,77.367172,0.419052
132.366576,77.367172,0.408279
133.378010,77.367172,0.397806
134.389444,77.367172,0.387627
135.400879,77.367172,0.377738
136.412313,77.367172,0.368134
57.520434,79.022222,0.382786
58.531869,79.022222,0.393228
59.543303,79.022222,0.403975
60.554737,79.022222,0.415028
61.566172,79.022222,0.426388
62.577606,79.022222,0.438054
63.589040,79.022222,0.450022
64.600475,79.022222,0.462287
65.611909,79.022222,0.474841
66.623343,79.022222,0.487675
67.634778,79.022222,0.500774
68.646212,79.022222,0.514123
69.657646,79.022222,0.527700
70.669081,79.022222,0.541481
71.680515,79.022222,0.555438
72.691949,79.022222,0.569536
73.703384,79.022222,0.583736
74.714818,79.022222,0.597996
75.726253,79.022222,0.612266
76.737687,79.022222,0.626489
77.749121,79.022222,0.640607
78.760556,79.022222,0.654554
79.771990,79.022222,0.668257
80.783424,79.022222,0.681642
81.794859,79.022222,0.694629
82.806293,79.022222,0.707135
83.817727,79.022222,0.719074
84.829162,79.022222,0.730362
85.840596,79.022222,0.740911
86.852030,79.022222,0.750638
87.863465,79.022222,0.759462
88.874899,79.022222,0.767308
89.886333,79.022222,0.774108
90.897768,79.022222,0.779801
91.909202,79.022222,0.784336
92.920636,79.022222,0.787675
93.932071,79.022222,0.789789
94.943505,79.022222,0.790663
95.954939,79.022222,0.790297
96.966374,79.022222,0.788701
97.977808,79.022222,0.785898
98.989242,79.022222,0.781924
100.000677,79.022222,0.776824
101.012111,79.022222,0.770656
102.023545,79.022222,0.763482
103.034980,79.022222,0.755372
104.046414,79.022222,0.746403
105.057848,79.022222,0.736653
106.069283,79.022222,0.726202
107.080717,79.022222,0.715132
108.092152,79.022222,0.703522
109.103586,79.022222,0.691452
110.115020,79.022222,0.678995
111.126455,79.022222,0.666226
112.137889,79.022222,0.653210
113.149323,79.022222,0.640011
114.160758,79.022222,0.626689
115.172192,79.022222,0.613296
116.183626,79.022222,0.599880
117.195061,79.022222,0.586487
118.206495,79.022222,0.573154
119.217929,79.022222,0.559917
120.229364,79.022222,0.546806
121.240798,79.022222,0.533846
122.252232,79.022222,0.521063
123.263667,79.022222,0.508473
124.275101,79.022222,0.496094
125.286535,79.022222,0.483940
126.297970,79.022222,0.472021
127.309404,79.022222,0.460347
128.320838,79.022222,0.448923
129.332273,79.022222,0.437754
130.343707,79.022222,0.426845
131.355141,79.022222,0.416197
132.366576,79.022222,0.405811
133.378010,79.022222,0.395687
134.389444,79.022222,0.385822
135.400879,79.022222,0.376216
136.412313,79.022222,0.366865
137.423747,79.022222,0.357766
57.520434,80.677273,0.377115
58.531869,80.677273,0.387097
59.543303,80.677273,0.397348
60.554737,80.677273,0.407868
61.566172,80.677273,0.418656
62.577606,80.677273,0.429707
63.589040,80.677273,0.441018
64.600475,80.677273,0.452580
65.611909,80.677273,0.464385
66.623343,80.677273,0.476420
67.634778,80.677273,0.488672
68.646212,80.677273,0.501121
69.657646,80.677273,0.513749
70.669081,80.677273,0.526530
71.680515,80.677273,0.539436
72.691949,80.677273,0.552436
73.703384,80.677273,0.565493
74.714818,80.677273,0.578567
75.726253,80.677273,0.591614
76.737687,80.677273,0.604584
77.749121,80.677273,0.617425
78.760556,80.677273,0.630078
79.771990,80.677273,0.642484
80.783424,80.677273,0.654577
81.794859,80.677273,0.666291
82.806293,80.677273,0.677557
83.817727,80.677273,0.688303
84.829162,80.677273,0.698459
85.840596,80.677273,0.707955
86.852030,80.677273,0.716723
87.863465,80.677273,0.724697
88.874899,80.677273,0.731816
89.886333,80.677273,0.738025
90.897768,80.677273,0.743274
91.909202,80.677273,0.747524
92.920636,80.677273,0.750740
93.932071,80.677273,0.752899
94.943505,80.677273,0.753987
95.954939,80.677273,0.754002
96.966374,80.677273,0.752947
97.977808,80.677273,0.750841
98.989242,80.677273,0.747706
100.000677,80.677273,0.743578
101.012111,80.677273,0.738498
102.023545,80.677273,0.732514
103.034980,80.677273,0.725680
104.046414,80.677273,0.718055
105.057848,80.677273,0.709700
106.069283,80.677273,0.700679
107.080717,80.677273,0.691059
108.092152,80.677273,0.680905
109.103586,80.677273,0.670281
110.115020,80.677273,0.659252
111.126455,80.677273,0.647879
112.137889,80.677273,0.636220
113.149323,80.677273,0.624332
114.160758,80.677273,0.612267
115.172192,80.677273,0.600075
116.183626,80.677273,0.587800
117.195061,80.677273,0.575484
118.206495,80.677273,0.563166
119.217929,80.677273,0.550880
120.229364,80.677273,0.538656
121.240798,80.677273,0.526522
122.252232,80.677273,0.514504
123.263667,80.677273,0.502621
124.275101,80.677273,0.490894
125.286535,80.677273,0.479338
126.297970,80.677273,0.467967
127.309404,80.677273,0.456793
128.320838,80.677273,0.445825
129.332273,80.677273,0.435071
130.343707,80.677273,0.424538
131.355141,80.677273,0.414230
132.366576,80.677273,0.404150
133.378010,80.677273,0.394301
134.389444,80.677273,0.384685
135.400879,80.677273,0.375300
136.412313,80.677273,0.366147
137.423747,80.677273,0.357225
138.435182,80.677273,0.348532
139.446616,80.677273,0.340065
57.520434,82.332323,0.372077
58.531869,82.332323,0.381670
59.543303,82.332323,0.391505
60.554737,82.332323,0.401580
61.566172,82.332323,0.411892
62.577606,82.332323,0.422436
63.589040,82.332323,0.433205
64.600475,82.332323,0.444192
65.611909,82.332323,0.455385
66.623343,82.332323,0.466773
67.634778,82.332323,0.478340
68.646212,82.332323,0.490069
69.657646,82.332323,0.501939
70.669081,82.332323,0.513926
71.680515,82.332323,0.526005
72.691949,82.332323,0.538144
73.703384,82.332323,0.550312
74.714818,82.332323,0.562469
75.726253,82.332323,0.574577
76.737687,82.332323,0.586592
77.749121,82.332323,0.598466
78.760556,82.332323,0.610148
79.771990,82.332323,0.621587
80.783424,82.332323,0.632726
81.794859,82.332323,0.643507
82.806293,82.332323,0.653872
83.817727,82.332323,0.663760
84.829162,82.332323,0.673113
85.840596,82.332323,0.681871
86.852030,82.332323,0.689976
87.863465,82.332323,0.697375
88.874899,82.332323,0.704015
89.886333,82.332323,0.709851
90.897768,82.332323,0.714840
91.909202,82.332323,0.718948
92.920636,82.332323,0.722146
93.932071,82.332323,0.724411
94.943505,82.332323,0.725731
95.954939,82.332323,0.726100
96.966374,82.332323,0.725519
97.977808,82.332323,0.723999
98.989242,82.332323,0.721556
100.000677,82.332323,0.718216
101.012111,82.332323,0.714009
102.023545,82.332323,0.708972
103.034980,82.332323,0.703147
104.046414,82.332323,0.696581
105.057848,82.332323,0.689322
106.069283,82.332323,0.681422
107.080717,82.332323,0.672936
108.092152,82.332323,0.663919
109.103586,82.332323,0.654424
110.115020,82.332323,0.644508
111.126455,82.332323,0.634223
112.137889,82.332323,0.623622
113.149323,82.332323,0.612754
114.160758,82.332323,0.601669
115.172192,82.332323,0.590410
116.183626,82.332323,0.579022
117.195061,82.332323,0.567544
118.206495,82.332323,0.556012
119.217929,82.332323,0.544462
120.229364,82.332323,0.532925
121.240798,82.332323,0.521429
122.252232,82.332323,0.509999
123.263667,82.332323,0.498660
124.275101,82.332323,0.487431
125.286535,82.332323,0.476332
126.297970,82.332323,0.465377
127.309404,82.332323,0.454582
128.320838,82.332323,0.443957
129.332273,82.332323,0.433514
130.343707,82.332323,0.423260
131.355141,82.332323,0.413203
132.366576,82.332323,0.403348
133.378010,82.332323,0.393700
134.389444,82.332323,0.384262
135.400879,82.332323,0.375036
136.412313,82.332323,0.366023
137.423747,82.332323,0.357224
138.435182,82.332323,0.348638
139.446616,82.332323,0.340265
140.458051,82.332323,0.332103
141.469485,82.332323,0.324149
57.520434,83.987374,0.367683
58.531869,83.987374,0.376959
59.543303,83.987374,0.386456
60.554737,83.987374,0.396170
61.566172,83.987374,0.406099
62.577606,83.987374,0.416235
63.589040,83.987374,0.426573
64.600475,83.987374,0.437104
65.611909,83.987374,0.447815
66.623343,83.987374,0.458696
67.634778,83.987374,0.469731
68.646212,83.987374,0.480902
69.657646,83.987374,0.492190
70.669081,83.987374,0.503573
71.680515,83.987374,0.515025
72.691949,83.987374,0.526517
73.703384,83.987374,0.538020
74.714818,83.987374,0.549500
75.726253,83.987374,0.560918
76.737687,83.987374,0.572237
77.749121,83.987374,0.583413
78.760556,83.987374,0.594402
79.771990,83.987374,0.605157
80.783424,83.987374,0.615629
81.794859,83.987374,0.625766
82.806293,83.987374,0.635518
83.817727,83.987374,0.644833
84.829162,83.987374,0.653658
85.840596,83.987374,0.661942
86.852030,83.987374,0.669636
87.863465,83.987374,0.676691
88.874899,83.987374,0.683063
89.886333,83.987374,0.688711
90.897768,83.987374,0.693597
91.909202,83.987374,0.697691
92.920636,83.987374,0.700964
93.932071,83.987374,0.703398
94.943505,83.987374,0.704976
95.954939,83.987374,0.705690
96.966374,83.987374,0.705540
97.977808,83.987374,0.704531
98.989242,83.987374,0.702672
100.000677,83.987374,0.699982
101.012111,83.987374,0.696485
102.023545,83.987374,0.692207
103.034980,83.987374,0.687182
104.046414,83.987374,0.681446
105.057848,83.987374,0.675042
106.069283,83.987374,0.668010
107.080717,83.987374,0.660398
108.092152,83.987374,0.652251
109.103586,83.987374,0.643617
110.115020,83.987374,0.634546
111.126455,83.987374,0.625083
112.137889,83.987374,0.615277
113.149323,83.987374,0.605174
114.160758,83.987374,0.594818
115.172192,83.987374,0.584253
116.183626,83.987374,0.573520
117.195061,83.987374,0.562656
118.206495,83.987374,0.551700
119.217929,83.987374,0.540685
120.229364,83.987374,0.529643
121.240798,83.987374,0.518604
122.252232,83.987374,0.507594
123.263667,83.987374,0.496638
124.275101,83.987374,0.485758
125.286535,83.987374,0.474975
126.297970,83.987374,0.464306
127.309404,83.987374,0.453768
128.320838,83.987374,0.443373
129.332273,83.987374,0.433134
130.343707,83.987374,0.423062
131.355141,83.987374,0.413166
132.366576,83.987374,0.403452
133.378010,83.987374,0.393927
134.389444,83.987374,0.384596
135.400879,83.987374,0.375462
136.412313,83.987374,0.366528
137.423747,83.987374,0.357795
138.435182,83.987374,0.349266
139.446616,83.987374,0.340939
140.458051,83.987374,0.332814
141.469485,83.987374,0.324891
142.480919,83.987374,0.317168
143.492354,83.987374,0.309642
57.520434,85.642424,0.363941
58.531869,85.642424,0.372967
59.543303,85.642424,0.382200
60.554737,85.642424,0.391636
61.566172,85.642424,0.401269
62.577606,85.642424,0.411095
63.589040,85.642424,0.421106
64.600475,85.642424,0.431293
65.611909,85.642424,0.441645
66.623343,85.642424,0.452151
67.634778,85.642424,0.462794
68.646212,85.642424,0.473560
69.657646,85.642424,0.484428
70.669081,85.642424,0.495377
71.680515,85.642424,0.506385
72.691949,85.642424,0.517424
73.703384,85.642424,0.528467
74.714818,85.642424,0.539481
75.726253,85.642424,0.550434
76.737687,85.642424,0.561288
77.749121,85.642424,0.572006
78.760556,85.642424,0.582546
79.771990,85.642424,0.592867
80.783424,85.642424,0.602924
81.794859,85.642424,0.612671
82.806293,85.642424,0.622061
83.817727,85.642424,0.631049
84.829162,85.642424,0.639587
85.840596,85.642424,0.647629
86.852030,85.642424,0.655130
87.863465,85.642424,0.662045
88.874899,85.642424,0.668335
89.886333,85.642424,0.673961
90.897768,85.642424,0.678889
91.909202,85.642424,0.683087
92.920636,85.642424,0.686529
93.932071,85.642424,0.689194
94.943505,85.642424,0.691067
95.954939,85.642424,0.692135
96.966374,85.642424,0.692395
97.977808,85.642424,0.691846
98.989242,85.642424,0.690496
100.000677,85.642424,0.688354
101.012111,85.642424,0.685440
102.023545,85.642424,0.681773
103.034980,85.642424,0.677380
104.046414,85.642424,0.672292
105.057848,85.642424,0.666542
106.069283,85.642424,0.660167
107.080717,85.642424,0.653207
108.092152,85.642424,0.645703
109.103586,85.642424,0.637697
110.115020,85.642424,0.629234
111.126455,85.642424,0.620358
112.137889,85.642424,0.611112
113.149323,85.642424,0.601541
114.160758,85.642424,0.591687
115.172192,85.642424,0.581592
116.183626,85.642424,0.571297
117.195061,85.642424,0.560840
118.206495,85.642424,0.550257
119.217929,85.642424,0.539584
120.229364,85.642424,0.528853
121.240798,85.642424,0.518095
122.252232,85.642424,0.507338
123.263667,85.642424,0.496608
124.275101,85.642424,0.485929
125.286535,85.642424,0.475322
126.297970,85.642424,0.464807
127.309404,85.642424,0.454402
128.320838,85.642424,0.444122
129.332273,85.642424,0.433981
130.343707,85.642424,0.423991
131.355141,85.642424,0.414161
132.366576,85.642424,0.404502
133.378010,85.642424,0.395020
134.389444,85.642424,0.385722
135.400879,85.642424,0.376611
136.412313,85.642424,0.367693
137.423747,85.642424,0.358969
138.435182,85.642424,0.350441
139.446616,85.642424,0.342111
140.458051,85.642424,0.333979
141.469485,85.642424,0.326044
142.480919,85.642424,0.318305
143.492354,85.642424,0.310761
144.503788,85.642424,0.303409
145.515222,85.642424,0.296249
57.520434,87.297475,0.360847
58.531869,87.297475,0.369691
59.543303,87.297475,0.378732
60.554737,87.297475,0.387967
61.566172,87.297475,0.397391
62.577606,87.297475,0.406998
63.589040,87.297475,0.416781
64.600475,87.297475,0.426732
65.611909,87.297475,0.436840
66.623343,87.297475,0.447093
67.634778,87.297475,0.457478
68.646212,87.297475,0.467978
69.657646,87.297475,0.478577
70.669081,87.297475,0.489254
71.680515,87.297475,0.499987
72.691949,87.297475,0.510751
73.703384,87.297475,0.521521
74.714818,87.297475,0.532266
75.726253,87.297475,0.542956
76.737687,87.297475,0.553557
77.749121,87.297475,0.564033
78.760556,87.297475,0.574347
79.771990,87.297475,0.584460
80.783424,87.297475,0.594330
81.794859,87.297475,0.603915
82.806293,87.297475,0.613173
83.817727,87.297475,0.622058
84.829162,87.297475,0.630528
85.840596,87.297475,0.638539
86.852030,87.297475,0.646048
87.863465,87.297475,0.653013
88.874899,87.297475,0.659395
89.886333,87.297475,0.665156
90.897768,87.297475,0.670263
91.909202,87.297475,0.674683
92.920636,87.297475,0.678389
93.932071,87.297475,0.681359
94.943505,87.297475,0.683573
95.954939,87.297475,0.685019
96.966374,87.297475,0.685686
97.977808,87.297475,0.685572
98.989242,87.297475,0.684677
100.000677,87.297475,0.683010
101.012111,87.297475,0.680581
102.023545,87.297475,0.677408
103.034980,87.297475,0.673511
104.046414,87.297475,0.668916
105.057848,87.297475,0.663651
106.069283,87.297475,0.657751
107.080717,87.297475,0.651250
108.092152,87.297475,0.644186
109.103586,87.297475,0.636599
110.115020,87.297475,0.628531
111.126455,87.297475,0.620024
112.137889,87.297475,0.611121
113.149323,87.297475,0.601864
114.160758,87.297475,0.592297
115.172192,87.297475,0.582460
116.183626,87.297475,0.572395
117.195061,87.297475,0.562141
118.206495,87.297475,0.551736
119.217929,87.297475,0.541215
120.229364,87.297475,0.530613
121.240798,87.297475,0.519962
122.252232,87.297475,0.509291
123.263667,87.297475,0.498628
124.275101,87.297475,0.487999
125.286535,87.297475,0.477427
126.297970,87.297475,0.466933
127.309404,87.297475,0.456536
128.320838,87.297475,0.446253
129.332273,87.297475,0.436099
130.343707,87.297475,0.426088
131.355141,87.297475,0.416230
132.366576,87.297475,0.406536
133.378010,87.297475,0.397014
134.389444,87.297475,0.387671
135.400879,87.297475,0.378513
136.412313,87.297475,0.369544
137.423747,87.297475,0.360768
138.435182,87.297475,0.352186
139.446616,87.297475,0.343801
140.458051,87.297475,0.335614
141.469485,87.297475,0.327623
142.480919,87.297475,0.319828
143.492354,87.297475,0.312229
144.503788,87.297475,0.304824
145.515222,87.297475,0.297610
146.526657,87.297475,0.290584
147.538091,87.297475,0.283745
57.520434,88.952525,0.358395
58.531869,88.952525,0.367121
59.543303,88.952525,0.376040
60.554737,88.952525,0.385149
61.566172,88.952525,0.394444
62.577606,88.952525,0.403920
63.589040,88.952525,0.413570
64.600475,88.952525,0.423387
65.611909,88.952525,0.433360
66.623343,88.952525,0.443479
67.634778,88.952525,0.453730
68.646212,88.952525,0.464100
69.657646,88.952525,0.474571
70.669081,88.952525,0.485126
71.680515,88.952525,0.495743
72.691949,88.952525,0.506399
73.703384,88.952525,0.517071
74.714818,88.952525,0.527730
75.726253,88.952525,0.538348
76.737687,88.952525,0.548893
77.749121,88.952525,0.559331
78.760556,88.952525,0.569627
79.771990,88.952525,0.579743
80.783424,88.952525,0.589642
81.794859,88.952525,0.599281
82.806293,88.952525,0.608620
83.817727,88.952525,0.617615
84.829162,88.952525,0.626226
85.840596,88.952525,0.634408
86.852030,88.952525,0.642119
87.863465,88.952525,0.649317
88.874899,88.952525,0.655963
89.886333,88.952525,0.662017
90.897768,88.952525,0.667443
91.909202,88.952525,0.672209
92.920636,88.952525,0.676284
93.932071,88.952525,0.679641
94.943505,88.952525,0.682260
95.954939,88.952525,0.684121
96.966374,88.952525,0.685212
97.977808,88.952525,0.685525
98.989242,88.952525,0.685058
100.000677,88.952525,0.683812
101.012111,88.952525,0.681795
102.023545,88.952525,0.679020
103.034980,88.952525,0.675504
104.046414,88.952525,0.671269
105.057848,88.952525,0.666342
106.069283,88.952525,0.660752
107.080717,88.952525,0.654534
108.092152,88.952525,0.647724
109.103586,88.952525,0.640361
110.115020,88.952525,0.632486
111.126455,88.952525,0.624141
112.137889,88.952525,0.615370
113.149323,88.952525,0.606216
114.160758,88.952525,0.596724
115.172192,88.952525,0.586936
116.183626,88.952525,0.576895
117.195061,88.952525,0.566642
118.206495,88.952525,0.556217
119.217929,88.952525,0.545657
120.229364,88.952525,0.535000
121.240798,88.952525,0.524278
122.252232,88.952525,0.513524
123.263667,88.952525,0.502767
124.275101,88.952525,0.492034
125.286535,88.952525,0.481351
126.297970,88.952525,0.470740
127.309404,88.952525,0.460221
128.320838,88.952525,0.449813
129.332273,88.952525,0.439532
130.343707,88.952525,0.429393
131.355141,88.952525,0.419407
132.366576,88.952525,0.409586
133.378010,88.952525,0.399938
134.389444,88.952525,0.390471
135.400879,88.952525,0.381191
136.412313,88.952525,0.372104
137.423747,88.952525,0.363212
138.435182,88.952525,0.354518
139.446616,88.952525,0.346025
140.458051,88.952525,0.337732
141.469485,88.952525,0.329640
142.480919,88.952525,0.321749
143.492354,88.952525,0.314057
144.503788,88.952525,0.306562
145.515222,88.952525,0.299263
146.526657,88.952525,0.292156
147.538091,88.952525,0.285238
148.549525,88.952525,0.278508
57.520434,90.607576,0.356572
58.531869,90.607576,0.365241
59.543303,90.607576,0.374104
60.554737,90.607576,0.383160
61.566172,90.607576,0.392406
62.577606,90.607576,0.401835
63.589040,90.607576,0.411443
64.600475,90.607576,0.421223
65.611909,90.607576,0.431166
66.623343,90.607576,0.441262
67.634778,90.607576,0.451500
68.646212,90.607576,0.461867
69.657646,90.607576,0.472346
70.669081,90.607576,0.482922
71.680515,90.607576,0.493575
72.691949,90.607576,0.504284
73.703384,90.607576,0.515026
74.714818,90.607576,0.525775
75.726253,90.607576,0.536504
76.737687,90.607576,0.547182
77.749121,90.607576,0.557777
78.760556,90.607576,0.568256
79.771990,90.607576,0.578582
80.783424,90.607576,0.588717
81.794859,90.607576,0.598621
82.806293,90.607576,0.608252
83.817727,90.607576,0.617569
84.829162,90.607576,0.626527
85.840596,90.607576,0.635084
86.852030,90.607576,0.643194
87.863465,90.607576,0.650814
88.874899,90.607576,0.657902
89.886333,90.607576,0.664415
90.897768,90.607576,0.670314
91.909202,90.607576,0.675562
92.920636,90.607576,0.680124
93.932071,90.607576,0.683969
94.943505,90.607576,0.687070
95.954939,90.607576,0.689405
96.966374,90.607576,0.690955
97.977808,90.607576,0.691708
98.989242,90.607576,0.691656
100.000677,90.607576,0.690798
101.012111,90.607576,0.689137
102.023545,90.607576,0.686682
103.034980,90.607576,0.683448
104.046414,90.607576,0.679455
105.057848,90.607576,0.674727
106.069283,90.607576,0.669296
107.080717,90.607576,0.663193
108.092152,90.607576,0.656456
109.103586,90.607576,0.649125
110.115020,90.607576,0.641243
111.126455,90.607576,0.632854
112.137889,90.607576,0.624004
113.149323,90.607576,0.614740
114.160758,90.607576,0.605108
115.172192,90.607576,0.595154
116.183626,90.607576,0.584925
117.195061,90.607576,0.574465
118.206495,90.607576,0.563816
119.217929,90.607576,0.553019
120.229364,90.607576,0.542114
121.240798,90.607576,0.531137
122.252232,90.607576,0.520122
123.263667,90.607576,0.509101
124.275101,90.607576,0.498104
125.286535,90.607576,0.487157
126.297970,90.607576,0.476285
127.309404,90.607576,0.465509
128.320838,90.607576,0.454849
129.332273,90.607576,0.444322
130.343707,90.607576,0.433943
131.355141,90.607576,0.423726
132.366576,90.607576,0.413681
133.378010,90.607576,0.403817
134.389444,90.607576,0.394143
135.400879,90.607576,0.384665
136.412313,90.607576,0.375388
137.423747,90.607576,0.366315
138.435182,90.607576,0.357449
139.446616,90.607576,0.348791
140.458051,90.607576,0.340343
141.469485,90.607576,0.332104
142.480919,90.607576,0.324072
143.492354,90.607576,0.316248
144.503788,90.607576,0.308628
145.515222,90.607576,0.301210
146.526657,90.607576,0.293992
147.538091,90.607576,0.286969
148.549525,90.607576,0.280139
149.560960,90.607576,0.273498
150.572394,90.607576,0.267042
57.520434,92.262626,0.355359
58.531869,92.262626,0.364030
59.543303,92.262626,0.372903
60.554737,92.262626,0.381976
61.566172,92.262626,0.391247
62.577606,92.262626,0.400711
63.589040,92.262626,0.410365
64.600475,92.262626,0.420202
65.611909,92.262626,0.430216
66.623343,92.262626,0.440398
67.634778,92.262626,0.450739
68.646212,92.262626,0.461225
69.657646,92.262626,0.471845
70.669081,92.262626,0.482581
71.680515,92.262626,0.493418
72.691949,92.262626,0.504336
73.703384,92.262626,0.515312
74.714818,92.262626,0.526323
75.726253,92.262626,0.537342
76.737687,92.262626,0.548341
77.749121,92.262626,0.559288
78.760556,92.262626,0.570151
79.771990,92.262626,0.580892
80.783424,92.262626,0.591474
81.794859,92.262626,0.601857
82.806293,92.262626,0.611998
83.817727,92.262626,0.621852
84.829162,92.262626,0.631375
85.840596,92.262626,0.640520
86.852030,92.262626,0.649239
87.863465,92.262626,0.657484
88.874899,92.262626,0.665209
89.886333,92.262626,0.672365
90.897768,92.262626,0.678909
91.909202,92.262626,0.684795
92.920636,92.262626,0.689985
93.932071,92.262626,0.694439
94.943505,92.262626,0.698125
95.954939,92.262626,0.701013
96.966374,92.262626,0.703079
97.977808,92.262626,0.704304
98.989242,92.262626,0.704676
100.000677,92.262626,0.704189
101.012111,92.262626,0.702841
102.023545,92.262626,0.700641
103.034980,92.262626,0.697599
104.046414,92.262626,0.693737
105.057848,92.262626,0.689077
106.069283,92.262626,0.683651
107.080717,92.262626,0.677494
108.092152,92.262626,0.670646
109.103586,92.262626,0.663151
110.115020,92.262626,0.655054
111.126455,92.262626,0.646405
112.137889,92.262626,0.637254
113.149323,92.262626,0.627653
114.160758,92.262626,0.617654
115.172192,92.262626,0.607307
116.183626,92.262626,0.596664
117.195061,92.262626,0.585774
118.206495,92.262626,0.574683
119.217929,92.262626,0.563437
120.229364,92.262626,0.552080
121.240798,92.262626,0.540650
122.252232,92.262626,0.529186
123.263667,92.262626,0.517722
124.275101,92.262626,0.506289
125.286535,92.262626,0.494917
126.297970,92.262626,0.483631
127.309404,92.262626,0.472454
128.320838,92.262626,0.461408
129.332273,92.262626,0.450509
130.343707,92.262626,0.439774
131.355141,92.262626,0.429215
132.366576,92.262626,0.418845
133.378010,92.262626,0.408672
134.389444,92.262626,0.398704
135.400879,92.262626,0.388948
136.412313,92.262626,0.379407
137.423747,92.262626,0.370085
138.435182,92.262626,0.360985
139.446616,92.262626,0.352106
140.458051,92.262626,0.343450
141.469485,92.262626,0.335015
142.480919,92.262626,0.326799
143.492354,92.262626,0.318802
144.503788,92.262626,0.311021
145.515222,92.262626,0.303451
146.526657,92.262626,0.296090
147.538091,92.262626,0.288935
148.549525,92.262626,0.281981
149.560960,92.262626,0.275223
150.572394,92.262626,0.268658
151.583828,92.262626,0.262281
152.595263,92.262626,0.256087
57.520434,93.917677,0.354734
58.531869,93.917677,0.363465
